image_name,participant_id,correct
n03100240_10742,10,1
n02690373_6535,10,1
n02835271_9862,10,1
n03417042_10965,10,0
n03376595_9025,10,1
n02111500_4875,10,1
n03417042_28519,10,1
n03100240_12065,11,1
n02504458_7867,11,1
n04505470_4978,11,1
n03417042_19596,11,1
n02951358_9103,11,1
n04548280_8225,11,0
n03792782_8658,11,1
n03041632_4787,11,1
n02123045_9349,11,1
n02094114_7024,11,1
n01796340_11254,11,1
n02708093_2180,11,1
n04273569_5891,11,1
n02095570_2773,11,1
n03196217_6467,11,1
n04099969_1755,11,1
n02133161_4813,11,1
n02690373_12044,11,1
n02132136_5138,11,1
n04505470_8828,11,1
n03041632_47234,11,1
n02823428_14010,11,1
n02690373_2882,11,1
n03792782_12752,11,1
n02504013_10346,11,1
n01860187_210,11,1
n02690373_7432,11,1
n02504013_593,11,1
n02504013_15825,11,1
n02504013_3503,11,1
n02123597_12232,11,1
n04273569_4584,11,1
n03100240_2195,11,1
n02504013_1785,11,1
n03041632_29125,11,1
n02027492_2457,11,1
n03344393_6849,11,1
n03792782_11306,11,1
n04467665_55374,11,1
n03041632_12949,11,1
n02134418_4110,13,1
n04273569_3598,13,1
n04111531_5357,13,1
n02134418_2367,13,1
n02124075_13772,13,1
n04505470_4484,13,1
n03085013_11685,13,1
n04505470_3261,13,1
n04111531_27,13,1
n04111531_10555,13,1
n03417042_16403,13,1
n04111531_523,13,1
n04467665_67081,13,1
n02133161_2756,13,1
n03100240_2012,13,1
n02835271_3280,13,1
n03041632_42196,13,1
n02835271_18386,13,1
n02123045_9305,13,1
n03344393_6713,13,1
n02504013_1865,13,1
n03937543_5703,13,1
n03376595_209,13,1
n03792782_10490,13,1
n03100240_3205,13,1
n02504458_1000,13,1
n03100240_17393,13,1
n03417042_17513,13,1
n02105505_1156,13,1
n03041632_44230,13,1
n04429376_8105,13,1
n03983396_899,13,1
n03983396_971,13,1
n04560804_14130,13,1
n02690373_10374,13,1
n02123597_11798,13,1
n02708093_1673,13,1
n02125311_60143,13,1
n04111531_4585,13,1
n03041632_38996,13,1
n02091032_7280,13,1
n02123159_6294,13,1
n01843065_7445,13,1
n03041632_34676,13,1
n02085936_5775,13,1
n03376595_14240,13,1
n04548280_1440,13,1
n04505470_7946,13,1
n03041632_77022,13,1
n03796401_16472,13,1
n03344393_10556,16,1
n04429376_17078,16,1
n04099969_4100,16,1
n02504458_1600,16,1
n04579145_7667,16,1
n02504013_4955,16,1
n03792782_4927,16,1
n02504458_4207,16,1
n02690373_9687,16,1
n01622779_9829,16,1
n02690373_18412,16,1
n03662601_13715,16,1
n02089078_8273,16,1
n02690373_2837,16,1
n02835271_7350,16,1
n04505470_286,16,1
n02504013_5087,16,1
n03376595_9395,16,1
n02504458_4553,16,1
n02708093_7069,16,1
n04548280_5845,16,1
n02025239_3073,16,1
n02090721_5305,16,1
n04111531_4116,16,0
n02134084_16430,16,0
n01855032_5743,16,1
n02007558_7614,16,1
n03417042_4462,16,0
n02823428_334,16,1
n03792782_16408,16,1
n02814533_45692,16,1
n02690373_3709,16,1
n03196217_3272,16,1
n02099601_5760,16,1
n04111531_21963,16,1
n02823428_7570,16,1
n02112350_2615,16,1
n04560804_11696,16,1
n03100240_1194,16,1
n02105641_14112,16,1
n04591713_457,16,1
n04285008_5032,16,1
n03196217_886,16,1
n02132136_2313,16,1
n04111531_7106,15,1
n02690373_4024,15,1
n02123159_5945,15,1
n02133161_252,15,1
n03376595_3181,15,1
n02835271_13489,15,1
n04467665_59160,15,1
n02690373_3539,15,1
n02708093_404,15,0
n03662601_8787,15,1
n03085013_16115,15,1
n02814533_83614,15,1
n02123394_513,15,1
n03041632_13203,15,1
n03792782_1466,15,1
n03041632_21560,15,1
n04560804_154,15,0
n02708093_4597,15,1
n03344393_10033,15,0
n03041632_35260,15,1
n02133161_4685,15,1
n02108551_20183,15,1
n04557648_665,15,1
n04612504_41457,15,1
n04111531_4868,15,0
n03041632_45775,15,1
n02835271_5814,15,1
n02113023_14422,15,0
n03662601_4255,15,1
n02097130_2321,15,1
n02504458_800,15,1
n04111531_23668,15,1
n03417042_8295,15,1
n02708093_2588,15,1
n03417042_4664,15,1
n04548280_711,15,1
n04111531_8263,15,1
n04111531_11655,15,1
n04429376_7558,15,0
n03196217_3868,15,1
n02814533_12925,15,1
n02113624_4001,15,1
n04285008_12438,15,1
n02123394_271,15,1
n03085013_22744,15,1
n02690373_2075,15,0
n02134084_134,15,1
n03085013_16724,15,1
n02107574_4993,18,1
n02124075_7520,18,1
n03417042_27497,18,1
n04591713_3608,18,1
n02814533_88088,18,1
n03983396_8837,18,1
n02823428_3178,18,1
n02690373_13613,18,1
n03196217_11054,18,1
n04285008_4834,18,1
n02690373_5177,18,1
n02951358_26227,18,1
n03376595_2716,18,1
n02134418_2372,18,0
n02108915_7266,18,1
n03100240_6507,18,1
n03041632_35116,18,0
n03344393_8399,18,1
n04467665_17283,18,1
n03792782_32341,18,1
n04285008_6439,18,1
n02504458_3906,18,1
n02133161_489,18,1
n02690373_6831,18,1
n03792782_1475,18,1
n02002556_17975,18,1
n02708093_3504,18,1
n02835271_7628,18,1
n02835271_2594,18,1
n04429376_24073,18,0
n02791124_11523,18,1
n04557648_3729,18,1
n02090379_1687,18,0
n02090379_3045,18,1
n04591713_2032,18,1
n03792782_14160,18,1
n01558993_12968,18,1
n02504013_4686,19,1
n03937543_10101,19,1
n03041632_11797,19,1
n04285008_6877,19,1
n03662601_12995,19,1
n02823428_1491,19,1
n04505470_4724,19,1
n03417042_1126,19,1
n01824575_2244,19,1
n03100240_6822,19,1
n03041632_76163,19,1
n04111531_9939,19,1
n02835271_8417,19,1
n02814533_35442,19,1
n03041632_50332,19,1
n03662601_33002,19,1
n02033041_17119,19,1
n02690373_891,19,1
n04557648_12225,19,1
n02504458_155,19,1
n03196217_2628,19,1
n04111531_505,19,1
n02102480_12073,19,1
n03041632_29276,19,1
n04429376_54538,19,1
n04111531_9611,19,1
n03937543_828,19,1
n02123597_334,19,1
n03041632_7090,19,1
n04111531_8818,19,1
n02124075_4189,19,1
n02504458_996,19,1
n02814533_1934,19,1
n02951358_31973,19,1
n04099969_381,19,1
n02690373_3090,19,1
n04505470_3433,19,1
n03041632_24561,19,1
n04612504_10725,19,1
n03196217_3086,19,0
n02108422_12370,19,1
n02107574_3775,19,1
n04111531_13391,19,1
n02708093_1675,19,1
n03085013_14844,19,1
n04548280_4392,19,1
n01531178_2725,19,1
n02123597_5951,20,1
n02791124_12832,20,1
n03085013_25809,20,1
n03041632_45326,20,1
n02504013_1455,20,1
n03041632_5916,20,1
n03983396_7378,20,1
n03041632_5801,20,1
n04557648_3679,20,1
n02134418_5464,20,1
n04505470_7721,20,1
n03041632_13509,20,1
n03041632_42841,20,1
n02102040_4392,20,1
n02091032_6740,20,1
n03100240_5492,20,1
n04548280_5068,20,1
n04467665_2,20,1
n02125311_1469,20,1
n02125311_36651,20,1
n02134418_603,20,1
n02835271_10414,20,1
n02690373_3272,20,1
n03792782_16433,20,1
n04099969_6944,20,1
n02791124_4595,20,1
n03937543_1358,20,1
n03662601_2048,20,1
n04505470_6955,20,1
n04560804_6469,20,1
n02823428_7300,20,1
n02123597_6333,20,1
n02134084_3898,20,1
n02134084_18800,20,1
n04560804_13665,20,1
n04111531_5093,20,1
n02132136_10445,20,1
n04548280_6290,20,1
n02690373_10181,20,1
n02690373_20331,20,1
n04505470_206,20,1
n03792782_20387,20,1
n02132136_1393,20,1
n02132136_8650,20,1
n03662601_326,20,1
n02835271_7311,20,1
n01514859_3837,20,1
n03100240_6526,20,1
n04285008_13197,20,1
n04111531_4146,20,1
n01798484_2289,20,1
n02690373_2447,20,1
n02123394_1756,20,1
n01798484_3874,20,1
n03041632_3101,20,1
n03085013_20877,20,1
n02123159_1008,20,1
n02690373_4784,20,1
n02708093_1131,20,1
n03196217_3730,20,1
n02132136_6459,20,1
n02814533_27597,22,1
n04285008_11688,22,1
n02690373_4144,22,1
n02111500_2733,22,1
n03344393_7614,22,1
n02011460_5735,22,0
n04429376_52173,22,0
n02504013_19694,22,1
n04111531_3063,22,0
n03796401_8037,22,1
n02123394_8164,22,1
n04505470_2540,22,1
n03085013_2064,22,1
n04111531_12903,22,1
n01592084_2422,22,1
n02132136_7863,22,1
n03792782_51686,22,1
n03792782_18947,22,1
n03196217_3358,22,1
n02690373_9322,22,1
n03041632_120,22,0
n03085013_22980,22,0
n03792782_1933,22,1
n04111531_5643,22,0
n02690373_5845,22,1
n02791124_16885,22,1
n03417042_7682,22,1
n02037110_3653,22,0
n03041632_46091,22,1
n03796401_3376,22,1
n02504458_5190,22,1
n04612504_2471,22,1
n02125311_8689,22,1
n04111531_22020,22,1
n03983396_14652,22,1
n04099969_7545,22,1
n04505470_3957,22,0
n02690373_6492,22,1
n03376595_18370,22,0
n02835271_15617,22,1
n04505470_5561,22,1
n02951358_34926,22,1
n03662601_22726,22,1
n02091134_12017,22,0
n03417042_9480,22,1
n03792782_65779,22,1
n02123394_6265,22,1
n03417042_5576,22,1
n02100583_3987,22,1
n02132136_131,22,1
n02835271_5113,22,1
n02951358_15730,22,1
n02091831_6436,22,1
n02690373_10006,22,1
n02835271_17617,22,1
n03344393_7175,22,1
n02708093_3601,22,1
n03796401_40,22,1
n03376595_15542,23,1
n02133161_2166,23,0
n02504013_2945,23,1
n02690373_8592,23,1
n04111531_1362,23,1
n04099969_13775,23,1
n01855672_7426,23,1
n04429376_29463,23,1
n02951358_10162,23,0
n04273569_6707,23,1
n02133161_5822,23,1
n04467665_2200,23,1
n02132136_6823,23,1
n04560804_4138,23,0
n04548280_2091,23,1
n02091134_7486,23,1
n04111531_887,23,1
n02708093_2361,23,1
n01818515_2312,23,1
n02106030_889,23,1
n01819313_3638,23,1
n02132136_7842,23,1
n02504458_2471,23,1
n02504013_10341,23,1
n04591713_5201,23,0
n02106662_18900,23,1
n04429376_7892,23,0
n02504013_4159,23,1
n04505470_1551,23,1
n04467665_44850,23,1
n02951358_3452,23,1
n04111531_5168,23,1
n03041632_40887,23,1
n02132136_25897,23,1
n02133161_10324,23,1
n02504013_5783,23,1
n01817953_1534,23,1
n04579145_934,23,1
n03041632_12748,23,1
n02504458_6635,23,1
n02814533_96168,23,1
n02690373_18845,23,1
n03041632_22570,23,1
n03417042_8076,23,1
n04591713_7408,23,1
n03792782_40466,23,1
n02017213_15262,23,1
n04612504_27571,23,1
n02123394_4894,24,1
n03041632_14774,24,0
n02690373_4409,24,1
n04579145_6635,24,1
n03662601_27025,24,1
n02109047_26931,24,1
n02708093_864,24,1
n04505470_3597,24,1
n04560804_14781,24,1
n03662601_30161,24,1
n01860187_38598,24,1
n02504458_6602,24,1
n04111531_8537,24,1
n02708093_2650,24,1
n03792782_9635,24,1
n02133161_3183,24,1
n01860187_7878,24,1
n02814533_3573,24,1
n04505470_8018,24,1
n02951358_8041,24,1
n04111531_5756,24,0
n02096437_1559,24,1
n04111531_22291,24,1
n03085013_22175,24,1
n02504458_6931,24,1
n02124075_15031,24,1
n03792782_1442,24,1
n01530575_3903,24,1
n02133161_2399,24,1
n03100240_9761,24,1
n04111531_22263,24,1
n02814533_35294,24,1
n03085013_23648,24,1
n01824575_3514,24,1
n03100240_7113,24,1
n02504458_6898,24,1
n02106030_17418,24,1
n02132136_5315,24,1
n02133161_11329,24,1
n03041632_5640,24,1
n02791124_4296,24,1
n03376595_19102,24,1
n03041632_6309,24,0
n03196217_1423,24,1
n02105641_8995,24,1
n04111531_4155,24,1
n04505470_3286,24,1
n04111531_16696,24,1
n04111531_2937,24,1
n03041632_32054,25,1
n04467665_3298,25,1
n02132136_511,25,1
n04548280_8510,25,1
n02823428_11353,25,1
n02132136_9232,25,1
n03041632_4269,25,1
n04099969_23293,25,1
n02006656_11301,25,1
n02690373_3139,25,1
n03417042_5249,25,1
n04560804_14491,25,1
n02123159_899,25,1
n04111531_9026,25,1
n02056570_727,25,1
n02504458_1291,25,1
n02504458_7966,25,1
n03376595_7516,25,1
n03792782_26306,25,1
n02823428_8404,25,1
n03417042_7506,25,1
n03344393_399,25,1
n02690373_10285,25,1
n02125311_4683,25,1
n02109525_53049,25,0
n02133161_18639,25,1
n03100240_11107,25,1
n03376595_7262,25,1
n02835271_1487,25,1
n02102480_10156,25,1
n02133161_12901,25,1
n02835271_10910,25,1
n03085013_4281,25,1
n02690373_4015,25,0
n02504013_20780,25,1
n03376595_9536,25,1
n02123159_5993,25,1
n02951358_4999,25,1
n04111531_7965,25,1
n04557648_23801,25,1
n02823428_10946,25,1
n02125311_28447,25,1
n02123159_6960,25,1
n01592084_3955,25,1
n03041632_48062,25,1
n02124075_6586,25,1
n03792782_176,25,1
n04111531_1794,25,1
n02124075_10035,25,1
n03792782_51156,25,1
n03085013_22489,25,1
n03041632_24277,26,1
n02108551_26509,26,0
n02504013_7659,26,1
n04429376_22381,26,1
n02109525_23299,26,1
n02690373_9531,26,1
n04111531_2066,26,1
n02134418_134,26,0
n04467665_66876,26,1
n04111531_1708,26,1
n02690373_9086,26,1
n03376595_3233,26,1
n03937543_4203,26,1
n04099969_12913,26,1
n02504013_6081,26,1
n03376595_7835,26,1
n02814533_25986,26,1
n03100240_3928,26,1
n01795545_9555,26,1
n02025239_7274,26,1
n02504458_5697,26,1
n04548280_1947,26,1
n02823428_4774,26,1
n03796401_11076,26,1
n04273569_21470,26,1
n03792782_4210,26,1
n02690373_3912,26,1
n02504013_93,26,1
n04612504_6380,26,1
n02708093_1430,26,1
n02690373_4061,26,1
n03417042_5257,26,1
n02107312_1546,26,1
n04273569_3897,26,1
n04505470_4854,26,1
n03344393_5423,26,1
n03376595_9650,26,1
n02134084_3306,26,1
n04111531_4939,26,1
n04111531_172,26,0
n02132136_803,26,1
n04467665_58341,26,1
n02690373_7408,26,1
n03662601_1197,26,1
n03792782_4067,26,1
n02017213_17013,26,1
n03662601_10425,26,1
n02092339_7356,26,1
n03796401_2543,26,0
n02690373_5374,26,1
n02951358_6089,26,1
n02690373_2908,26,1
n04467665_13225,26,1
n02791124_60,26,1
n04548280_8583,28,1
n02102973_7074,28,1
n01820546_1354,28,1
n03196217_5995,28,1
n02132136_20607,28,1
n03196217_11290,28,1
n02134418_4696,28,1
n04429376_27005,28,1
n04273569_4772,28,1
n02504013_6118,28,1
n02134418_88,28,0
n02708093_1231,28,1
n04111531_21822,28,0
n03085013_22928,28,1
n02951358_31181,28,0
n02123597_4813,28,1
n03417042_12626,28,0
n03792782_6023,28,1
n04111531_10436,28,1
n03041632_11327,28,1
n03796401_24543,28,1
n04273569_34117,28,1
n03041632_25022,28,1
n03041632_51225,28,1
n02028035_26229,28,1
n03041632_18995,28,1
n03417042_22297,28,1
n03041632_44363,28,1
n03041632_17338,28,1
n03344393_8374,28,1
n03344393_5184,28,1
n02123394_525,28,1
n02123597_11271,28,1
n03983396_1147,28,1
n04111531_14934,28,1
n02835271_15572,28,1
n03983396_21920,28,1
n03796401_8100,28,1
n03417042_11306,28,1
n04467665_1187,28,1
n03196217_7918,28,1
n04111531_6609,28,1
n03085013_26325,28,1
n04467665_51054,28,1
n03983396_13193,28,1
n02106662_50313,28,1
n03983396_2288,28,0
n01558993_14305,28,1
n02690373_6491,28,1
n02814533_74433,28,1
n02690373_866,28,1
n02027492_9899,28,1
n03792782_9354,28,1
n04111531_14329,28,1
n02690373_1050,28,1
n03344393_7018,27,1
n01828970_2030,27,1
n04111531_10216,27,0
n04099969_17404,27,1
n03662601_4925,27,1
n02123394_2765,27,1
n04099969_8018,27,1
n02708093_8073,27,1
n02002556_1936,27,1
n04285008_15181,27,1
n02113712_913,27,1
n02123597_1367,27,1
n03662601_10528,27,1
n02814533_31493,27,1
n02132136_3466,27,1
n03041632_20194,27,1
n02134084_1689,27,1
n01829413_4190,27,1
n04467665_45963,27,1
n02690373_5581,27,1
n03792782_35669,27,1
n03662601_8406,27,1
n02134418_5537,27,1
n01616318_3247,27,1
n04467665_61792,27,1
n04111531_9613,27,1
n02104365_2334,27,1
n03085013_18763,27,1
n04591713_2043,27,1
n02504458_4583,27,1
n03100240_3073,27,1
n03662601_8778,27,1
n04285008_7082,27,1
n02125311_26497,27,1
n03041632_46422,27,1
n02097298_8119,27,1
n04111531_10710,27,1
n03085013_5726,27,1
n02504013_10580,27,1
n02814533_4446,27,1
n04111531_409,27,1
n04429376_57425,27,1
n01796340_5058,27,1
n02690373_9318,27,1
n02690373_3468,27,1
n04548280_7211,27,1
n04285008_7325,27,1
n03085013_7477,27,1
n02100735_10276,30,1
n02835271_11922,30,1
n03085013_28741,30,1
n02791124_3117,30,0
n02708093_107,30,1
n02104029_3121,30,1
n03417042_12509,30,1
n04429376_54570,30,0
n02011460_7877,30,1
n04111531_2462,30,0
n02791124_8056,30,1
n02132136_50,30,1
n03344393_8798,30,1
n02814533_27484,30,0
n03796401_21290,30,1
n04285008_11965,30,1
n02690373_2408,30,1
n03041632_11495,30,1
n02504458_7302,30,1
n02951358_2416,30,0
n02134084_2328,30,1
n04467665_64402,30,1
n04099969_36200,30,1
n04285008_16670,30,1
n03085013_23549,30,1
n02134084_27094,30,1
n04467665_71480,30,1
n04111531_9910,30,1
n02708093_2824,30,1
n02133161_1433,30,1
n02690373_2217,30,1
n02123597_6517,30,1
n02123394_4542,30,1
n03041632_11700,30,1
n03417042_15179,30,1
n04429376_10128,30,1
n02791124_6368,30,1
n02099712_4066,30,1
n04548280_3531,30,1
n04557648_310,30,1
n02009229_2294,30,1
n03937543_3726,30,1
n02690373_11799,30,1
n01582220_9857,30,1
n03041632_3171,30,1
n04111531_8658,30,1
n01818515_2312,31,1
n02708093_8379,31,1
n02132136_511,31,0
n03792782_1442,31,1
n03085013_5726,31,1
n01558993_6287,31,1
n04111531_1794,31,1
n03376595_17811,31,1
n02951358_10162,31,0
n03085013_19343,31,1
n03417042_7506,31,1
n03100240_3528,31,1
n02133161_7233,31,1
n04099969_13775,31,1
n03085013_16724,31,1
n03041632_42841,31,1
n04111531_4904,31,1
n02134084_833,31,1
n03796401_16603,31,1
n02814533_27597,31,1
n02835271_13489,31,1
n04557648_12225,31,1
